,Clasp material,Ref. No.,Bracelet color,url,Gender,Brand,Bracelet material,Availability,Clasp,Case material,Location,Year,Price,Condition,Movement
With papers,Steel,CAR2012.FC6235,Black,http://www.chrono24.com/tagheuer/carrera-calibre-1887-automatic-chronograph-car2012fc6235--id3637483.htm,Men's watch/Unisex,TAG Heuer,Crocodile skin,Available now,Fold clasp,Steel,Netherlands,,,0 (unworn),Automatic
With box,,CK1110.BA0331,Black,http://www.chrono24.com/tagheuer/watch-2000-series-ck1110ba0331--id5686381.htm,Men's watch/Unisex,TAG Heuer,Rubber,Available now,Buckle,Steel,"United Kingdom, London",2006,,1 (mint),Quartz
,,CAF 2011.BA0815,Steel,http://www.chrono24.com/tagheuer/aquaracer--id3882995.htm,,TAG Heuer,Steel,Available now,,Steel,"Bahrain, Manama",,"$1,800",1 (mint),Automatic
With papers,Steel,WV1440.FC8181,Black,http://www.chrono24.com/tagheuer/carrera-quarz--id3651424.htm,Ladies' watch,TAG Heuer,Crocodile skin,On request,Fold clasp,Pink gold,"Germany, Schwabach",2017,,0 (unworn),Quartz
With papers,,CAV518B.FC6237,Black,http://www.chrono24.com/tagheuer/watch-grand-carrera-cav518bfc6237--id5229336.htm,Men's watch/Unisex,TAG Heuer,Crocodile skin,Available now,Fold clasp,Titanium,"United Kingdom, London",2008,,1 (mint),Automatic
,,WL121D.BA0704,Steel,http://www.chrono24.com/tagheuer/watch-kirium-wl121dba0704--id5228614.htm,Men's watch/Unisex,TAG Heuer,Steel,Available now,,Steel,"United Kingdom, London",2006,,1 (mint),Quartz
With papers,,WAK2180.FT6027,Black,http://www.chrono24.com/tagheuer/watch-aquaracer-wak2180ft6027--id5372813.htm,Men's watch/Unisex,TAG Heuer,Rubber,Available now,Fold clasp,Ceramic,"United Kingdom, London",2015,,1 (mint),Automatic
With papers,,WP1319.BA0751,Steel,http://www.chrono24.com/tagheuer/watch-alter-ego-wp1319ba0751--id5492244.htm,,TAG Heuer,Steel,Available now,Fold clasp,Steel,"United Kingdom, London",2003,,1 (mint),Quartz
With papers,,WAF1412.BA0823,Steel,http://www.chrono24.com/tagheuer/watch-aquaracer-waf1412ba0823--id5686360.htm,,TAG Heuer,Steel,Available now,Fold clasp,Steel,"United Kingdom, London",2008,,1 (mint),Quartz
,,CW2119.EB0017 CW2119.EB0017,,http://www.chrono24.com/tagheuer/monaco-ladies--id5149805.htm,Ladies' watch,TAG Heuer,Calfskin,Available now,Fold clasp,,"Malaysia, Subang Jaya",2013,,1 (mint),Automatic
With papers,,WAS2110.BA0732,Steel,http://www.chrono24.com/tagheuer/watch-carrera-was2110ba0732--id5227665.htm,Men's watch/Unisex,TAG Heuer,Steel,Available now,Fold clasp,Steel,"United Kingdom, London",2014,,1 (mint),Automatic
With papers,,WJ1319.BA0572,Steel,http://www.chrono24.com/tagheuer/watch-link-wj1319ba0572--id5585018.htm,,TAG Heuer,Steel,Available now,Fold clasp,Steel,"United Kingdom, London",2014,,1 (mint),Quartz
,Steel,CL1111,Steel,http://www.chrono24.com/tagheuer/kirium-professional-200-meters-steel-cl1111-38mm--id5611775.htm,Men's watch/Unisex,TAG Heuer,Steel,Available now,Fold clasp,Steel,"Georgia, Tbilisi",,,0 (unworn),Quartz
With papers,,WAZ1112.BA0875,Steel,http://www.chrono24.com/tagheuer/-tag-heuer-formula-1-quarz--id5153309.htm,Men's watch/Unisex,TAG Heuer,Steel,Available now,,Steel,"Japan, Tokyo",,,0 (unworn),Quartz
With papers,,CR2114.FC6164,Black,http://www.chrono24.com/tagheuer/watch-classic-monza-cr2114fc6164--id5230671.htm,Men's watch/Unisex,TAG Heuer,Crocodile skin,Available now,Fold clasp,Steel,"United Kingdom, London",2004,,1 (mint),Automatic
With papers,Titanium,CAR2A1Z.FT6051,White,http://www.chrono24.com/tagheuer/carrera-chronograph-calibre-heuer-01--id4328658.htm,Men's watch/Unisex,TAG Heuer,Rubber,On request,Fold clasp,Titanium,"Germany, Schwabach",2017,,0 (unworn),Automatic
With papers,,CAT2110.BA0959,,http://www.chrono24.com/tagheuer/link--id4257860.htm,,TAG Heuer,Steel,On request,,,"Italy, TORINO",2017,,0 (unworn),Automatic
With papers,,WAH1211.BA0861,,http://www.chrono24.com/tagheuer/formula1--id3045022.htm,Men's watch/Unisex,TAG Heuer,Steel,Available now,,Steel,"Turkey, Istanbul",2014,,0 (unworn),Quartz
With papers,,CR2113.FC6165,Black,http://www.chrono24.com/tagheuer/watch-classic-monza-cr2113fc6165--id5228190.htm,Men's watch/Unisex,TAG Heuer,Crocodile skin,Available now,Fold clasp,Steel,"United Kingdom, London",2004,,1 (mint),Automatic
With papers,Steel,CV2017.BA0786,Steel,http://www.chrono24.com/tagheuer/carrera-cv2017ba0786--id4334496.htm,Men's watch/Unisex,TAG Heuer,Steel,Available now,Fold clasp,Steel,"Sweden, Stockholm",2014,,1 (mint),Automatic
With papers,,CV2010.FC6233,Black,http://www.chrono24.com/tagheuer/watch-carrera-cv2010fc6233--id5655460.htm,Men's watch/Unisex,TAG Heuer,Leather,Available now,Fold clasp,Steel,"United Kingdom, London",2007,,1 (mint),Automatic
With papers,,CV2A10.BA0796,Steel,http://www.chrono24.com/tagheuer/watch-carrera-cv2a10ba0796--id5692487.htm,Men's watch/Unisex,TAG Heuer,Steel,Available now,Fold clasp,Steel,"United Kingdom, London",2014,,1 (mint),Automatic
With papers,,WAR215E.BD0784,Gold/Steel,http://www.chrono24.com/tagheuer/watch-carrera-war215ebd0784--id5645244.htm,Men's watch/Unisex,TAG Heuer,Gold/Steel,Available now,Fold clasp,Gold/Steel,"United Kingdom, London",2015,,1 (mint),Automatic
,,WJ1111.BA0570,Steel,http://www.chrono24.com/tagheuer/watch-link-wj1111ba0570--id5230965.htm,Men's watch/Unisex,TAG Heuer,Steel,Available now,Fold clasp,Steel,"United Kingdom, London",2005,,1 (mint),Quartz
With papers,,CV2A80.FC6256,Black,http://www.chrono24.com/tagheuer/watch-carrera-cv2a80fc6256--id5698469.htm,Men's watch/Unisex,TAG Heuer,Leather,Available now,Fold clasp,Titanium,"United Kingdom, London",2010,,1 (mint),Automatic
With papers,,CV2014.BA0794,Steel,http://www.chrono24.com/tagheuer/watch-carrera-cv2014ba0794--id5238479.htm,Men's watch/Unisex,TAG Heuer,Steel,Available now,Fold clasp,Steel,"United Kingdom, London",2007,,1 (mint),Automatic
With box,,CV2013.BA0794 CV2013.BA0794,Steel,http://www.chrono24.com/tagheuer/carrera-cv2013ba0794--id5149797.htm,Men's watch/Unisex,TAG Heuer,Steel,Available now,Fold clasp,,"Malaysia, Subang Jaya",2009,,1 (mint),Automatic
With papers,,WAV511B.FC6230,Brown,http://www.chrono24.com/tagheuer/watch-grand-carrera-wav511bfc6230--id5570145.htm,Men's watch/Unisex,TAG Heuer,Crocodile skin,Available now,Fold clasp,Steel,"United Kingdom, London",2009,,1 (mint),Automatic
With box,Steel,CAF2111,Steel,http://www.chrono24.com/tagheuer/tag-heuer-aquaracer-automatic-chronograph-calibre-16-42mm--id5528894.htm,Men's watch/Unisex,TAG Heuer,Steel,Available now,Fold clasp,Steel,"Turkey, Ankara",,"$1,400 [Negotiable]",2 (fine),Automatic
With box,,CV2010.FC6233,Black,http://www.chrono24.com/tagheuer/watch-carrera-cv2010fc6233--id5449367.htm,Men's watch/Unisex,TAG Heuer,Leather,Available now,Fold clasp,Steel,"United Kingdom, London",2006,,1 (mint),Automatic
With papers,,CAV511C.BA0904,Steel,http://www.chrono24.com/tagheuer/watch-grand-carrera-cav511cba0904--id5698437.htm,Men's watch/Unisex,TAG Heuer,Steel,Available now,Fold clasp,,"United Kingdom, London",2014,,1 (mint),Automatic
With box,,WL1181.FT6000,Black,http://www.chrono24.com/tagheuer/watch-kirium-wl1181ft6000--id5455118.htm,Men's watch/Unisex,TAG Heuer,Rubber,Available now,Buckle,Titanium,"United Kingdom, London",2011,,1 (mint),Quartz
With papers,,WAF1416,Steel,http://www.chrono24.com/tagheuer/ladies-aquaracer-diamond-bezel-stainless-steel-quartz-watch--id5586414.htm,Ladies' watch,TAG Heuer,Steel,Available now,Fold clasp,Steel,"United Kingdom, London",2014,,1 (mint),Quartz
With box,,WAF1412.BA0823,Steel,http://www.chrono24.com/tagheuer/watch-aquaracer-waf1412ba0823--id5720217.htm,,TAG Heuer,Steel,Available now,Fold clasp,Steel,"United Kingdom, London",2007,,1 (mint),Quartz
With papers,,WV211B.BA0787,Steel,http://www.chrono24.com/tagheuer/watch-carrera-wv211bba0787--id5377557.htm,Men's watch/Unisex,TAG Heuer,Steel,Available now,Fold clasp,Steel,"United Kingdom, London",2010,,1 (mint),Automatic
With papers,,CL111A.BA0700,Steel,http://www.chrono24.com/tagheuer/watch-kirium-cl111aba0700--id5372805.htm,Men's watch/Unisex,TAG Heuer,Steel,Available now,Fold clasp,Steel,"United Kingdom, London",2004,,1 (mint),Quartz
With papers,,WL1113.BA0701,Steel,http://www.chrono24.com/tagheuer/watch-kirium-wl1113ba0701--id5227873.htm,Men's watch/Unisex,TAG Heuer,Steel,Available now,Fold clasp,Steel,"United Kingdom, London",2000,,1 (mint),Quartz
,,CW2111.FC6172,Black,http://www.chrono24.com/tagheuer/watch-monaco-cw2111fc6172--id5228166.htm,Men's watch/Unisex,TAG Heuer,Crocodile skin,Available now,Fold clasp,Steel,"United Kingdom, London",2011,,1 (mint),Automatic
With box,,CV7A12.BA0795,Steel,http://www.chrono24.com/tagheuer/watch-carrera-cv7a12ba0795--id5228230.htm,Men's watch/Unisex,TAG Heuer,Steel,Available now,Fold clasp,Steel,"United Kingdom, London",2011,,1 (mint),Quartz
,,CAR2013.BA0799,Steel,http://www.chrono24.com/tagheuer/watch-carrera-car2013ba0799--id5604699.htm,Men's watch/Unisex,TAG Heuer,Steel,Available now,Fold clasp,Steel,"United Kingdom, London",2013,,1 (mint),Automatic
With papers,,CW2111.FC6177,Black,http://www.chrono24.com/tagheuer/watch-monaco-cw2111fc6177--id5230182.htm,Men's watch/Unisex,TAG Heuer,Crocodile skin,Available now,Fold clasp,Steel,"United Kingdom, London",2003,,1 (mint),Automatic
,,WAR2410.BA0776,Steel,http://www.chrono24.com/tagheuer/carrera-ladies--id5604636.htm,Men's watch/Unisex,TAG Heuer,Steel,Available now,Fold clasp,,"Malaysia, Subang Jaya",2012,,1 (mint),Automatic
With papers,,WAT1110.BA0950,Steel,http://www.chrono24.com/tagheuer/watch-link-wat1110ba0950--id5229906.htm,Men's watch/Unisex,TAG Heuer,Steel,Available now,Fold clasp,Steel,"United Kingdom, London",,,1 (mint),Quartz
With papers,,way2110,,http://www.chrono24.com/tagheuer/aquaracer-300m-calibre-5-automatico-2015-41mm-na-garantia--id4945424.htm,Men's watch/Unisex,TAG Heuer,Steel,Available now,,Steel,"Brazil, Rio de Janeiro",2015,,1 (mint),Automatic
With box,,CJF7111.BA0592,Steel,http://www.chrono24.com/tagheuer/watch-link-cjf7111ba0592--id5228307.htm,Men's watch/Unisex,TAG Heuer,Steel,Available now,Fold clasp,Steel,"United Kingdom, London",2004,,1 (mint),Quartz
With papers,,WAN2111.BA0822,Steel,http://www.chrono24.com/tagheuer/watch-aquaracer-wan2111ba0822--id5616591.htm,Men's watch/Unisex,TAG Heuer,Steel,Available now,Fold clasp,Steel,"United Kingdom, London",2012,,1 (mint),Automatic
With papers,,CAF101A.BA0821,Steel,http://www.chrono24.com/tagheuer/watch-aquaracer-caf101aba0821--id5676779.htm,Men's watch/Unisex,TAG Heuer,Steel,Available now,Fold clasp,Steel,"United Kingdom, London",2009,,1 (mint),Quartz
,,CAT2111.BA0959,Steel,http://www.chrono24.com/tagheuer/link-calibre-18--id4626532.htm,Men's watch/Unisex,TAG Heuer,Steel,Available now,,Steel,"Switzerland, Geneve",,,,Automatic
,,,,http://www.chrono24.com/tagheuer/heuer-military-stoppuhr-ungetragen-bj-ab-1970--id3061222.htm,,TAG Heuer,Leather,Available now,Buckle,Steel,"Germany, Nürnberg",1970,,1 (mint),
With papers,,CV201AK.BA0727,,http://www.chrono24.com/tagheuer/carrera-calibre-16-automatic-chronograph--id4259401.htm,,TAG Heuer,Steel,On request,,,"Italy, TORINO",2017,,0 (unworn),Automatic
With papers,,WJF2111.BA0570,Steel,http://www.chrono24.com/tagheuer/watch-link-wjf2111ba0570--id5227684.htm,Men's watch/Unisex,TAG Heuer,Steel,Available now,Fold clasp,Steel,"United Kingdom, London",2005,,1 (mint),Automatic
With papers,,WAF1412.BA0823,Steel,http://www.chrono24.com/tagheuer/watch-aquaracer-waf1412ba0823--id5230251.htm,,TAG Heuer,Steel,Available now,Fold clasp,Steel,"United Kingdom, London",2012,,1 (mint),Quartz
With papers,,WAF1414.BA0812,Steel,http://www.chrono24.com/tagheuer/watch-aquaracer-waf1414ba0812--id5638480.htm,,TAG Heuer,Steel,Available now,Fold clasp,Steel,"United Kingdom, London",2012,,1 (mint),Quartz
,,,,http://www.chrono24.com/tagheuer/heuer-chronograph-vollkalendarium-kaliber-valjoux-88-echtheits-zertifikat-von-tag-heuer-customer-service--id4254566.htm,,TAG Heuer,Leather,Available now,Buckle,Steel,"Germany, Nürnberg",60iger,price on request,2 (fine),Manual winding
With papers,,WAY218A.FC6362,,http://www.chrono24.com/tagheuer/aquaracer--id4256775.htm,,TAG Heuer,Textile,On request,,,"Italy, TORINO",2017,,0 (unworn),Automatic
With papers,,WAF1425.BB0825,Gold/Steel,http://www.chrono24.com/tagheuer/watch-aquaracer-waf1425bb0825--id5459659.htm,,TAG Heuer,Gold/Steel,Available now,Fold clasp,Gold/Steel,"United Kingdom, London",2007,,1 (mint),Quartz
With papers,,CAR2A1Z.FT6044,,http://www.chrono24.com/tagheuer/carrera-heuer-01--id4259393.htm,,TAG Heuer,Rubber,On request,,,"Italy, TORINO",2017,,0 (unworn),Automatic
,,cl111a.ba0700,Steel,http://www.chrono24.com/tagheuer/kirium-formula-1--id5149789.htm,Men's watch/Unisex,TAG Heuer,Steel,Available now,Fold clasp,,"Malaysia, Subang Jaya",2008,,1 (mint),Quartz
With papers,,WAT2150.BB0953,,http://www.chrono24.com/tagheuer/link--id4257876.htm,,TAG Heuer,Gold/Steel,On request,,,"Italy, TORINO",2017,,0 (unworn),Automatic
With box,,WAC1216.FC6220,Pink,http://www.chrono24.com/tagheuer/watch-formula-1-sparkling-wac1216fc6220--id5230556.htm,,TAG Heuer,Crocodile skin,Available now,Fold clasp,Steel,"United Kingdom, London",2010,,1 (mint),Quartz
With box,,CAF2112.BA0809,Steel,http://www.chrono24.com/tagheuer/watch-aquaracer-caf2112ba0809--id5676755.htm,Men's watch/Unisex,TAG Heuer,Steel,Available now,Fold clasp,Steel,"United Kingdom, London",2010,,1 (mint),Automatic
With papers,,CAR2012.FC6236,,http://www.chrono24.com/tagheuer/carrera-calibre-1887-automatic-chronograph--id4258275.htm,,TAG Heuer,Leather,On request,,,"Italy, TORINO",2017,,0 (unworn),Automatic
With papers,,CAW211P.FC6356,,http://www.chrono24.com/tagheuer/monaco-chronograph--id4257771.htm,,TAG Heuer,Leather,On request,,,"Italy, TORINO",2017,,0 (unworn),Automatic
With papers,,WAR1112.FC6391,,http://www.chrono24.com/tagheuer/carrera--id5612526.htm,,TAG Heuer,Leather,On request,,,"Italy, TORINO",2017,,0 (unworn),Quartz
With papers,,WAR211A.FC6180,,http://www.chrono24.com/tagheuer/carrera-calibre-5-automatic--id4258336.htm,,TAG Heuer,Leather,On request,,,"Italy, TORINO",2017,,0 (unworn),Automatic
With papers,,CAR2A1Z.FT6050,,http://www.chrono24.com/tagheuer/carrera-heuer-01--id4536482.htm,,TAG Heuer,Rubber,On request,,,"Italy, TORINO",2017,,0 (unworn),Automatic
With papers,Steel,WAR1112.FC6391,,http://www.chrono24.com/tagheuer/carrera-quarz-39mm--id4698077.htm,Ladies' watch,TAG Heuer,Leather,On request,Fold clasp,Steel,"Germany, Schwabach",2017,,0 (unworn),Quartz
With papers,,WAT2111.BA0950,,http://www.chrono24.com/tagheuer/link--id4257878.htm,,TAG Heuer,Steel,On request,,,"Italy, TORINO",2017,,0 (unworn),Automatic
With papers,,CAR2A8A.BF0707,,http://www.chrono24.com/tagheuer/carrera-heuer-01--id5612525.htm,,TAG Heuer,Titanium,On request,,,"Italy, TORINO",2017,,0 (unworn),Automatic
With papers,,WAR2012.BA0723,,http://www.chrono24.com/tagheuer/carrera-calibre-7-twin-time--id4258360.htm,,TAG Heuer,Steel,On request,,,"Italy, TORINO",2017,,0 (unworn),Automatic
With papers,,CAR2B80.FC6325,,http://www.chrono24.com/tagheuer/carrera-chronograph-flyback-43mm--id4257092.htm,,TAG Heuer,Leather,On request,,,"Italy, TORINO",2017,,0 (unworn),Automatic
With papers,,WAT2011.BA0951,,http://www.chrono24.com/tagheuer/link--id4257862.htm,,TAG Heuer,Steel,On request,,,"Italy, TORINO",2017,,0 (unworn),Automatic
With papers,,CV2A1R.FC6235,,http://www.chrono24.com/tagheuer/carrera-calibre-16-automatic-chronograph--id4259419.htm,,TAG Heuer,Leather,On request,,,"Italy, TORINO",2017,,0 (unworn),Automatic
With papers,,WAR215D.FC6181,,http://www.chrono24.com/tagheuer/carrera-calibre-5-automatic--id4258384.htm,,TAG Heuer,Leather,On request,,,"Italy, TORINO",2017,,0 (unworn),Automatic
With papers,Steel,WV1410.BA0793,Steel,http://www.chrono24.com/tagheuer/carrera-quarz--id3539900.htm,Ladies' watch,TAG Heuer,Steel,On request,Fold clasp,Steel,"Germany, Schwabach",2017,,0 (unworn),Quartz
With papers,,CAY211B.BA0927,,http://www.chrono24.com/tagheuer/aquaracer--id4256769.htm,,TAG Heuer,Steel,On request,,,"Italy, TORINO",2017,,0 (unworn),Automatic
With papers,,CV2A11.FC6235,,http://www.chrono24.com/tagheuer/carrera-chronograph-day-date-43mm--id4257052.htm,,TAG Heuer,Leather,On request,,,"Italy, TORINO",2017,,0 (unworn),Automatic
With papers,Steel,WAR1115.BA0602,,http://www.chrono24.com/tagheuer/carrera-quarz-39mm--id4698071.htm,Ladies' watch,TAG Heuer,Steel,On request,Fold clasp,Steel,"Germany, Schwabach",2017,,0 (unworn),Quartz
With papers,,CAR2B11.FC6235,,http://www.chrono24.com/tagheuer/carrera-chronograph-flyback-43mm--id4257091.htm,,TAG Heuer,Leather,On request,,,"Italy, TORINO",2017,,0 (unworn),Automatic
With papers,,CAH1212.BA0862,,http://www.chrono24.com/tagheuer/formula-1--id4259025.htm,,TAG Heuer,,On request,,,"Italy, TORINO",2017,,0 (unworn),Quartz
With papers,Steel,WV1413.BA0793,Steel,http://www.chrono24.com/tagheuer/carrera-quarz--id3539902.htm,Ladies' watch,TAG Heuer,Steel,On request,Fold clasp,Steel,"Germany, Schwabach",2017,,0 (unworn),Quartz
With papers,,CAR2A1W.BA0703,,http://www.chrono24.com/tagheuer/carrera-heuer-01--id4536481.htm,,TAG Heuer,Steel,On request,,,"Italy, TORINO",2017,,0 (unworn),Automatic
With papers,,CAH1211.BA0863,,http://www.chrono24.com/tagheuer/formula-1--id4597519.htm,Ladies' watch,TAG Heuer,Ceramic,On request,,,"Italy, TORINO",2017,,0 (unworn),Quartz
With papers,,WAR201C.FC6266,,http://www.chrono24.com/tagheuer/carrera-calibre-5-day-date--id4258351.htm,,TAG Heuer,Leather,On request,,,"Italy, TORINO",2017,,0 (unworn),Automatic
With papers,,CAV511A.FC6225,,http://www.chrono24.com/tagheuer/grand-carrera--id4256819.htm,,TAG Heuer,Leather,On request,,,"Italy, TORINO",2017,,0 (unworn),Automatic
With papers,,WAR215B.BD0783,,http://www.chrono24.com/tagheuer/carrera-calibre-5-automatic--id4258367.htm,,TAG Heuer,Gold/Steel,On request,,,"Italy, TORINO",2017,,0 (unworn),Automatic
With papers,,WAR1114.FC6391,,http://www.chrono24.com/tagheuer/carrera--id5614759.htm,Ladies' watch,TAG Heuer,Leather,On request,,,"Italy, TORINO",2017,,0 (unworn),Quartz
With papers,,CAZ1011.BA0843,,http://www.chrono24.com/tagheuer/formula-1--id4308372.htm,,TAG Heuer,Steel,On request,,,"Italy, TORINO",2017,,0 (unworn),Quartz
With papers,,WAY211A.FC6362,,http://www.chrono24.com/tagheuer/aquaracer--id4256736.htm,,TAG Heuer,Textile,On request,,,"Italy, TORINO",2017,,0 (unworn),Automatic
With papers,,CV201AG.BA0725,,http://www.chrono24.com/tagheuer/carrera-chronograph-day-date-41mm--id4257057.htm,,TAG Heuer,Steel,On request,,,"Italy, TORINO",2017,,0 (unworn),Automatic
With papers,,WAS2150.BD0733,,http://www.chrono24.com/tagheuer/heritage-calibre-6--id4543181.htm,,TAG Heuer,Gold/Steel,On request,,,"Italy, TORINO",2017,,0 (unworn),Automatic
With papers,,CAT2111.BA0959,,http://www.chrono24.com/tagheuer/link--id4257861.htm,,TAG Heuer,Steel,On request,,,"Italy, TORINO",2017,,0 (unworn),Automatic
With papers,Titanium,CAR2A1Z.FT6044,Black,http://www.chrono24.com/tagheuer/carrera-chronograph-calibre-heuer-01--id3703521.htm,Men's watch/Unisex,TAG Heuer,Rubber,On request,Fold clasp,Titanium,"Germany, Schwabach",2017,,0 (unworn),Automatic
With box,,CAV511J.BA0902,Steel,http://www.chrono24.com/tagheuer/grand-carrera-calibre-17--id5475299.htm,Men's watch/Unisex,TAG Heuer,Steel,Available now,Fold clasp,Steel,"United States, Florida, Hollywood",2010,"$3,295 [Negotiable]",1 (mint),Automatic
,Steel,WAR2011-0,Steel,http://www.chrono24.com/tagheuer/mens-tag-heuer-carrera-twin-time-calibre-7-w-box--papers-war2011-0--id4696827.htm,Men's watch/Unisex,TAG Heuer,Steel,Available now,Fold clasp,Steel,"United States, New York, New York",,"$2,299 [Negotiable]",1 (mint),Automatic
With papers,,WAT1111,Steel,http://www.chrono24.com/tagheuer/link-steel-quartz-watch--id5626767.htm,,TAG Heuer,Steel,Available now,,Steel,"United Kingdom, London",2013,,1 (mint),Quartz
With papers,Steel,WJF211C.BA0570,Steel,http://www.chrono24.com/tagheuer/link-automatik-calibre-6--edelstahl-mens-watch--39-mm--id5024660.htm,,TAG Heuer,Steel,Available now,Fold clasp,Steel,"Germany, Hamburg",2016,,0 (unworn),Automatic
With papers,Steel,CAN1010.BA0821,Steel,http://www.chrono24.com/tagheuer/tag-heuer-aquaracer-grand-date--id5658206.htm,Men's watch/Unisex,TAG Heuer,Steel,Available now,Double-fold clasp,Steel,"Spain, Barcelona",2015,,1 (mint),Quartz
With papers,,WN 2312,,http://www.chrono24.com/tagheuer/aquaracer-automatic--id4264231.htm,,TAG Heuer,Steel,Available now,,Steel,"Germany, Essen",2005,,3 (fair),Quartz
